DATES,TIMES,FlOW,NO3N,NH4N,ORTHO,CL,SO4S,SIO2,HCO3,NA,K,CA,MG,TKN,S 
2000/10/27,12:40,0.67 ,8.11,0.040 ,,128.690 ,11.870 ,2.570 ,,5.870 ,2.190 ,17.140 ,6.920 ,,
2000/10/30,14:10,0.54 ,7.34,0.040 ,,143.110 ,2.920 ,,,5.850 ,1.910 ,16.660 ,6.630 ,,
2000/11/01,13:20,0.47 ,6.56,0.020 ,,11.590 ,11.790 ,7.120 ,,5.880 ,2.070 ,16.660 ,6.580 ,,
2000/11/03,13:10,0.45 ,6.43,,,11.040 ,11.180 ,7.420 ,,5.960 ,1.950 ,16.060 ,6.340 ,,
2000/11/06,10:55,0.40 ,6.13,0.020 ,,10.280 ,10.610 ,7.310 ,,5.740 ,1.890 ,16.440 ,6.360 ,,
2000/11/08,15:45,0.38 ,5.71,0.030 ,,10.070 ,10.550 ,6.400 ,,5.810 ,1.920 ,15.880 ,6.000 ,,
2000/11/09,12:50,0.42 ,5.66,0.100 ,,10.540 ,10.850 ,5.960 ,,6.060 ,2.300 ,17.400 ,6.520 ,,
2000/11/13,11:15,0.45 ,6.17,0.100 ,,12.420 ,12.080 ,7.030 ,,6.980 ,2.340 ,17.640 ,6.530 ,,
2000/11/15,15:05,0.42 ,5.89,,,,11.270 ,6.480 ,,7.130 ,1.980 ,17.690 ,6.490 ,,
2000/11/17,14:25,0.38 ,5.73,0.100 ,,10.620 ,11.470 ,6.710 ,,6.660 ,1.860 ,16.780 ,6.140 ,,
2000/11/20,13:15,0.36 ,5.93,0.050 ,,11.020 ,10.890 ,7.310 ,,6.080 ,1.720 ,16.390 ,6.190 ,,
2000/11/22,12:10,0.34 ,6.09,0.110 ,,11.350 ,11.620 ,7.770 ,,6.330 ,1.570 ,16.470 ,6.300 ,,
2000/11/24,14:05,0.34 ,6.45,0.180 ,,10.370 ,10.430 ,7.660 ,,6.260 ,1.570 ,15.780 ,6.130 ,,
2000/11/27,13:10,0.86 ,6.47,0.070 ,,18.990 ,17.420 ,8.050 ,,9.530 ,3.090 ,20.640 ,7.230 ,,
2000/11/29,14:05,0.67 ,7.82,0.040 ,,13.650 ,13.870 ,7.870 ,,7.150 ,2.260 ,18.090 ,6.930 ,,
2000/12/01,15:00,0.73 ,8.69,0.110 ,,14.640 ,14.080 ,6.870 ,,7.390 ,2.000 ,18.630 ,7.320 ,,
2000/12/04,13:30,0.70 ,10.42,0.050 ,,12.540 ,13.190 ,8.930 ,,6.470 ,1.800 ,18.610 ,7.840 ,,
2000/12/06,14:00,0.62 ,10.15,0.110 ,,12.080 ,11.850 ,7.740 ,,6.250 ,1.700 ,17.910 ,7.540 ,,
2000/12/08,14:05,0.59 ,9.67,0.070 ,,11.880 ,13.820 ,8.660 ,,6.300 ,1.770 ,17.440 ,7.260 ,,
2000/12/11,10:00,0.59 ,8.36,0.070 ,,11.800 ,12.880 ,8.410 ,,6.240 ,1.710 ,16.650 ,6.780 ,,
2000/12/13,14:35,0.45 ,8.43,0.020 ,,12.380 ,,8.780 ,,6.780 ,1.750 ,17.880 ,7.140 ,,
2000/12/15,14:00,0.52 ,7.21,0.040 ,,42.900 ,11.980 ,6.960 ,,20.600 ,2.000 ,2.000 ,8.000 ,,
2000/12/18,13:50,15.19 ,15.36,,0.022 ,13.970 ,18.200 ,7.090 ,,5.480 ,2.870 ,20.630 ,8.820 ,,
2000/12/20,11:10,5.15 ,13.65,,,14.080 ,16.020 ,6.700 ,,6.220 ,2.370 ,19.590 ,8.370 ,,
2000/12/22,08:50,3.01 ,11.26,0.040 ,,14.100 ,15.830 ,8.190 ,,6.510 ,1.960 ,17.780 ,7.490 ,,
2000/12/26,09:40,1.48 ,9.90,0.080 ,,13.490 ,14.420 ,9.050 ,,6.330 ,1.780 ,16.840 ,7.080 ,,
2000/12/27,13:40,1.48 ,9.15,0.040 ,,11.790 ,13.780 ,8.700 ,,5.940 ,1.620 ,15.690 ,6.620 ,,
2000/12/29,10:50,1.18 ,9.64,0.080 ,,11.940 ,13.600 ,8.090 ,,6.370 ,1.770 ,16.570 ,7.000 ,,
2001/01/02,11:45,0.82 ,8.63,,,,10.860 ,6.510 ,,6.200 ,1.650 ,15.770 ,6.540 ,,
2001/01/03,13:00,0.86 ,8.98,0.090 ,,11.550 ,12.330 ,8.230 ,,6.310 ,1.770 ,15.870 ,6.540 ,,
2001/01/05,09:50,0.76 ,9.13,0.070 ,,11.230 ,12.760 ,8.330 ,,6.210 ,1.700 ,16.480 ,6.780 ,,
2001/01/08,11:20,0.73 ,8.25,0.060 ,,10.770 ,,7.700 ,,7.450 ,1.660 ,16.010 ,6.430 ,,
2001/01/10,11:30,0.64 ,6.76,,0.016 ,12.850 ,12.690 ,8.090 ,,6.720 ,1.600 ,12.510 ,5.840 ,,
2001/01/12,10:50,0.59 ,6.38,0.050 ,,137.890 ,12.660 ,10.250 ,,6.470 ,1.630 ,12.390 ,5.790 ,,
2001/01/16,10:00,0.64 ,6.07,,0.036 ,16.350 ,12.310 ,9.120 ,,6.650 ,1.520 ,12.240 ,5.600 ,,
2001/01/17,13:05,0.67 ,5.68,0.030 ,,128.830 ,12.100 ,7.230 ,,7.300 ,1.620 ,12.710 ,5.760 ,,
2001/01/19,09:05,1.87 ,5.41,0.050 ,0.027 ,128.720 ,11.980 ,6.650 ,,11.460 ,2.600 ,12.990 ,5.560 ,,
2001/01/22,13:55,1.48 ,6.99,0.040 ,0.031 ,28.290 ,16.420 ,7.590 ,,12.000 ,1.800 ,15.500 ,6.670 ,,
2001/01/24,11:20,1.30 ,6.95,0.040 ,,128.540 ,12.440 ,2.450 ,,11.070 ,1.770 ,15.140 ,6.600 ,,
2001/01/26,13:50,1.18 ,6.39,0.050 ,,142.500 ,12.420 ,2.490 ,,9.860 ,1.740 ,14.140 ,6.230 ,,
2001/01/29,11:15,1.03 ,6.29,0.040 ,,144.620 ,11.990 ,2.600 ,,8.840 ,1.750 ,13.800 ,6.240 ,,
2001/01/31,10:15,5.44 ,8.46,0.040 ,0.018 ,11.800 ,15.010 ,5.670 ,,11.090 ,2.340 ,15.710 ,7.130 ,,
2001/02/02,10:25,7.78 ,10.13,,0.027 ,18.490 ,,6.690 ,,8.110 ,2.160 ,15.860 ,7.700 ,,
2001/02/05,13:55,4.50 ,7.98,0.030 ,,12.160 ,13.920 ,6.190 ,,6.530 ,1.670 ,12.720 ,6.370 ,,
2001/02/07,10:25,3.15 ,6.98,0.030 ,,27.240 ,14.670 ,6.260 ,,12.760 ,1.830 ,14.230 ,6.430 ,,
2001/02/09,10:05,3.45 ,6.88,0.060 ,0.020 ,20.070 ,15.380 ,6.190 ,,9.400 ,1.890 ,13.490 ,6.240 ,,
2001/02/12,14:35,5.34 ,9.64,,0.021 ,14.600 ,15.520 ,6.750 ,,6.530 ,1.820 ,13.890 ,7.190 ,,
2001/02/14,11:20,3.99 ,8.03,0.030 ,0.020 ,13.770 ,14.240 ,6.210 ,,6.640 ,1.930 ,12.950 ,6.470 ,,
2001/02/16,01:05,3.99 ,,,,,,,,7.110 ,1.750 ,12.860 ,6.370 ,,
2001/02/20,14:20,3.60 ,,,,,,,,6.850 ,1.750 ,12.800 ,6.570 ,,
2001/02/21,11:20,3.08 ,,,,,,,,6.430 ,1.560 ,12.270 ,6.310 ,,
2001/02/23,10:50,2.43 ,,,,,,,,6.250 ,1.500 ,11.640 ,5.980 ,,
2001/02/26,13:40,3.15 ,,,,,,,,10.410 ,1.870 ,13.040 ,6.070 ,,
2001/02/28,11:25,2.37 ,,,,,,,,8.050 ,1.520 ,12.250 ,6.050 ,,
2001/03/02,11:35,2.43 ,,,,,10.210 ,,,6.940 ,1.740 ,11.550 ,5.870 ,,
2001/03/05,14:30,2.25 ,,,,,9.570 ,,,8.200 ,1.350 ,10.860 ,5.510 ,,
2001/03/07,11:30,1.97 ,,,,,9.590 ,,,8.580 ,1.510 ,11.510 ,5.680 ,,
2001/03/09,14:45,3.52 ,,,,,11.280 ,,,11.200 ,1.890 ,14.000 ,6.280 ,,
2001/03/12,14:45,4.16 ,,,,,11.230 ,,,8.480 ,1.860 ,13.800 ,6.880 ,,
2001/03/14,10:35,10.32 ,,,,,11.320 ,,,6.890 ,1.980 ,14.070 ,7.300 ,,
2001/03/16,08:55,5.66 ,,,,,11.360 ,,,6.320 ,1.780 ,12.710 ,6.670 ,,
2001/03/19,13:50,4.86 ,,,,,10.540 ,,,7.020 ,1.730 ,12.030 ,6.220 ,,
2001/03/21,08:50,4.42 ,,,,,10.440 ,,,6.270 ,1.690 ,11.810 ,6.240 ,,
2001/03/23,12:15,6.32 ,,,,,10.860 ,,,7.090 ,2.150 ,14.040 ,6.900 ,,
2001/03/26,10:55,4.33 ,,,,,10.170 ,,,6.150 ,1.520 ,11.640 ,6.170 ,,
2001/03/28,12:25,3.30 ,,,,,9.820 ,,,6.170 ,1.590 ,10.850 ,5.750 ,,
2001/03/30,13:45,8.85 ,,,,,13.960 ,,,8.540 ,3.140 ,13.100 ,5.630 ,,
2001/04/02,09:35,5.66 ,,,,,11.110 ,,,5.700 ,1.590 ,11.990 ,6.370 ,,
2001/04/04,09:05,4.68 ,,,,,10.620 ,,,6.380 ,1.600 ,11.480 ,5.950 ,,
2001/04/06,12:35,12.61 ,,,,,11.550 ,,,7.470 ,3.460 ,12.250 ,4.920 ,,
2001/04/09,13:10,5.45 ,,,,,11.180 ,,,6.000 ,1.710 ,12.220 ,6.350 ,,
2001/04/11,13:00,5.44 ,,,,,12.030 ,,,6.420 ,1.790 ,11.700 ,5.910 ,,
2001/04/13,13:50,4.16 ,,,,12.570 ,10.270 ,6.470 ,,6.110 ,1.630 ,11.380 ,5.780 ,,
2001/04/16,09:30,7.03 ,,,,13.920 ,10.860 ,5.870 ,,7.440 ,2.480 ,12.610 ,5.420 ,,
2001/04/19,14:45,9.42 ,,,,11.590 ,10.900 ,6.460 ,,5.320 ,1.690 ,12.930 ,6.880 ,,
2001/04/20,13:35,6.79 ,,,,11.320 ,11.240 ,6.250 ,,5.340 ,1.600 ,12.330 ,6.530 ,,
2001/04/23,13:45,4.42 ,,,,11.090 ,11.500 ,6.270 ,,5.740 ,1.670 ,10.840 ,5.620 ,,
2001/04/25,11:25,3.30 ,,,,10.970 ,9.480 ,6.530 ,,5.550 ,1.410 ,10.060 ,5.380 ,,
2001/04/27,13:44,2.62 ,,,,10.990 ,9.180 ,6.130 ,,5.560 ,1.490 ,9.920 ,5.170 ,,
2001/04/30,14:05,1.87 ,,,,10.520 ,8.930 ,6.000 ,,5.620 ,1.460 ,9.680 ,5.020 ,,
2001/05/02,12:10,1.71 ,,,,10.510 ,8.860 ,6.200 ,,5.790 ,1.460 ,9.660 ,4.970 ,,
2001/05/04,11:55,1.48 ,,,,10.490 ,8.690 ,6.010 ,,5.640 ,1.630 ,9.720 ,4.710 ,,
2001/05/07,13:35,1.06 ,,,,10.240 ,8.330 ,5.840 ,,5.560 ,1.890 ,9.590 ,4.660 ,,
2001/05/09,07:10,1.18 ,,,,9.990 ,8.300 ,5.770 ,,5.710 ,1.460 ,10.760 ,5.270 ,,
2001/05/11,07:05,1.03 ,,,,9.890 ,9.810 ,6.110 ,,6.020 ,1.460 ,11.220 ,5.490 ,,
2001/05/14,14:25,0.76 ,,,,9.590 ,8.190 ,6.180 ,,5.460 ,1.390 ,9.900 ,4.780 ,,
2001/05/16,14:30,0.73 ,,,,9.790 ,8.160 ,6.370 ,,5.560 ,1.600 ,9.890 ,4.720 ,,
2001/05/18,13:00,0.76 ,,,,9.640 ,7.650 ,7.400 ,,5.470 ,1.310 ,10.250 ,4.930 ,,
2001/05/21,07:15,0.73 ,,,,13.170 ,7.470 ,6.560 ,,7.700 ,1.440 ,11.430 ,5.330 ,,
2001/05/23,07:55,1.39 ,,,,18.000 ,10.710 ,6.590 ,,11.350 ,2.490 ,15.530 ,5.730 ,,
2001/05/25,10:35,0.70 ,,,,13.620 ,8.420 ,7.140 ,,7.610 ,1.740 ,12.870 ,5.550 ,,
2001/05/29,13:00,0.70 ,,,,12.880 ,7.560 ,7.020 ,,7.360 ,1.510 ,11.720 ,5.150 ,,
2001/05/30,09:35,0.62 ,,,,12.500 ,7.750 ,7.060 ,,7.180 ,1.430 ,12.450 ,5.490 ,,
2001/06/01,08:50,0.54 ,,,,11.400 ,7.680 ,6.900 ,,7.090 ,1.390 ,12.440 ,5.560 ,,
2001/06/04,14:30,1.03 ,,,,15.810 ,9.120 ,7.600 ,,8.800 ,2.120 ,16.000 ,6.780 ,,
2001/06/06,11:55,0.92 ,,,,14.070 ,9.190 ,7.720 ,,7.350 ,1.770 ,15.360 ,6.950 ,,
2001/06/08,09:45,0.79 ,,,,13.100 ,8.890 ,7.570 ,,6.940 ,1.680 ,14.970 ,6.820 ,,
2001/06/11,13:30,0.59 ,,,,12.370 ,9.840 ,7.660 ,,6.720 ,1.820 ,14.270 ,6.460 ,,
2001/06/13,14:05,1.81 ,,,,16.230 ,,,,8.300 ,3.220 ,20.750 ,8.310 ,,
2001/06/15,14:20,1.22 ,,,,14.600 ,10.190 ,8.040 ,,7.700 ,2.250 ,18.560 ,8.170 ,,
2001/06/18,10:40,1.06 ,,,,16.550 ,9.380 ,7.680 ,,8.310 ,2.470 ,18.630 ,7.920 ,,
2001/06/20,08:05,0.92 ,,,,14.680 ,9.780 ,7.010 ,,7.520 ,1.990 ,18.090 ,7.970 ,,
2001/06/22,12:15,2.43 ,,,,,13.870 ,,,10.320 ,3.500 ,21.920 ,8.520 ,,
2001/06/25,13:30,2.55 ,,,,,10.790 ,,,7.340 ,2.190 ,20.690 ,9.310 ,,
2001/06/27,12:30,1.43 ,,,,,10.010 ,,,7.770 ,2.130 ,19.060 ,8.490 ,,
2001/06/29,13:35,1.03 ,,,,,9.620 ,,,8.400 ,2.340 ,17.590 ,7.710 ,,
2001/07/02,12:00,0.73 ,,,,,8.610 ,,,7.680 ,1.900 ,17.340 ,7.780 ,,
2001/07/03,07:45,0.70 ,,,,,9.040 ,,,7.320 ,1.730 ,17.480 ,7.810 ,,
2001/07/06,14:05,0.62 ,,,,,8.610 ,,,9.060 ,2.300 ,17.540 ,7.310 ,,
2001/07/09,14:30,0.47 ,,,,,,,,8.260 ,2.630 ,16.110 ,6.830 ,,
2001/07/11,13:10,0.47 ,,,,,7.870 ,,,7.630 ,2.100 ,16.500 ,6.980 ,,
2001/07/13,12:55,0.38 ,,,,,7.670 ,,,7.180 ,1.970 ,15.470 ,6.680 ,,
2001/07/16,14:30,0.29 ,,,,,7.300 ,,,7.170 ,1.800 ,14.490 ,6.260 ,,
2001/07/18,08:05,0.34 ,,,,,8.300 ,,,6.900 ,1.730 ,15.750 ,6.700 ,,
2001/07/20,07:55,0.27 ,,,,,6.870 ,,,6.510 ,1.840 ,15.490 ,6.590 ,,
2001/07/23,12:05,0.24 ,3.97,,0.014 ,9.980 ,10.050 ,7.470 ,,5.050 ,1.390 ,14.510 ,5.470 ,,
2001/07/25,14:20,0.20 ,3.61,,0.025 ,10.040 ,9.840 ,7.870 ,,5.150 ,1.620 ,13.720 ,5.150 ,,
2001/07/27,08:05,0.34 ,5.87,,0.015 ,15.350 ,13.370 ,8.920 ,,6.950 ,2.250 ,18.230 ,6.530 ,,
2001/07/30,13:10,0.24 ,4.53,,0.012 ,12.580 ,,8.600 ,,5.910 ,1.650 ,15.560 ,5.680 ,,
2001/08/01,13:40,0.24 ,3.83,,0.022 ,11.790 ,10.180 ,7.870 ,,5.790 ,1.630 ,14.720 ,5.310 ,,
2001/08/03,12:00,0.24 ,3.45,,0.019 ,11.110 ,9.530 ,7.420 ,,5.610 ,1.710 ,15.180 ,5.500 ,,
2001/08/06,12:25,0.24 ,2.99,,0.022 ,11.930 ,9.670 ,7.440 ,,5.920 ,1.760 ,15.800 ,5.460 ,,
2001/08/08,12:40,0.20 ,2.67,,0.024 ,10.950 ,,,,5.720 ,2.190 ,15.560 ,5.360 ,,
2001/08/10,10:50,0.17 ,2.72,,0.029 ,10.930 ,9.450 ,7.380 ,,6.370 ,3.100 ,17.410 ,6.010 ,,
2001/08/13,07:25,0.27 ,2.93,,0.026 ,13.910 ,,9.390 ,,7.300 ,2.300 ,17.970 ,6.170 ,,
2001/08/15,13:10,0.27 ,3.11,,0.028 ,16.790 ,13.410 ,8.680 ,,8.760 ,2.380 ,18.830 ,6.180 ,,
2001/08/20,13:15,0.20 ,1.86,,0.021 ,12.220 ,9.250 ,8.120 ,,6.460 ,1.920 ,15.700 ,5.360 ,,
2001/08/22,14:15,0.15 ,1.93,,0.021 ,11.950 ,,8.150 ,,6.700 ,1.860 ,15.160 ,5.150 ,,
2001/08/24,13:25,0.17 ,1.92,,0.021 ,1.360 ,8.710 ,9.020 ,,6.250 ,1.790 ,15.120 ,5.170 ,,
2001/08/27,08:20,0.15 ,1.54,,0.021 ,10.670 ,8.340 ,8.170 ,,6.070 ,2.130 ,16.250 ,5.530 ,,
2001/08/29,13:10,0.13 ,1.64,,0.024 ,10.090 ,8.160 ,8.590 ,,5.950 ,2.050 ,15.380 ,5.200 ,,
2001/08/31,14:05,0.12 ,1.40,,0.022 ,9.410 ,7.980 ,8.710 ,,5.760 ,1.750 ,14.660 ,4.920 ,,
2001/09/04,12:10,0.14 ,1.34,,0.022 ,10.430 ,8.550 ,8.770 ,,6.070 ,2.050 ,15.410 ,5.110 ,,
2001/09/05,13:30,0.12 ,1.52,,0.019 ,10.860 ,9.350 ,8.800 ,,6.220 ,2.340 ,15.650 ,5.200 ,,
2001/09/07,13:45,0.11 ,1.51,,0.022 ,10.780 ,7.940 ,8.780 ,,6.350 ,2.080 ,15.480 ,5.130 ,,
2001/09/10,09:50,0.12 ,1.35,,0.025 ,9.760 ,8.120 ,8.810 ,,5.910 ,2.510 ,16.260 ,5.340 ,,
2001/09/12,13:20,0.10 ,1.42,,0.019 ,10.130 ,,8.840 ,,6.030 ,2.190 ,15.510 ,5.160 ,,
2001/09/14,13:10,0.16 ,1.40,,0.019 ,9.950 ,,8.480 ,,5.870 ,2.580 ,15.280 ,5.050 ,,
2001/09/17,12:50,0.09 ,1.65,,0.019 ,9.900 ,8.700 ,8.560 ,,5.810 ,2.420 ,15.030 ,5.090 ,,
2001/09/19,12:30,0.08 ,1.35,,0.022 ,9.970 ,8.170 ,8.510 ,,5.900 ,2.150 ,14.830 ,4.960 ,,
2001/09/21,09:15,0.20 ,1.99,,0.024 ,14.230 ,13.830 ,8.630 ,,8.340 ,3.580 ,16.480 ,5.320 ,,
2001/09/24,08:20,0.11 ,1.19,,0.017 ,11.680 ,9.480 ,8.500 ,,6.900 ,2.670 ,17.230 ,5.720 ,,
2001/09/26,13:40,0.52 ,5.55,,0.014 ,23.260 ,21.520 ,8.840 ,,11.770 ,3.340 ,22.380 ,6.940 ,,
2001/10/01,13:15,0.18 ,3.24,,,14.010 ,13.010 ,8.710 ,,7.810 ,2.520 ,18.080 ,5.870 ,,
2001/10/03,13:45,0.17 ,2.64,,,14.180 ,11.530 ,8.420 ,,7.540 ,2.360 ,16.990 ,5.560 ,,
2001/10/05,09:25,0.16 ,2.08,,0.010 ,13.850 ,10.530 ,7.510 ,,7.430 ,2.130 ,17.650 ,5.800 ,,
2001/10/09,09:35,0.13 ,2.04,,,12.360 ,10.520 ,7.930 ,,6.860 ,2.100 ,16.390 ,5.610 ,,
2001/10/10,12:05,0.14 ,2.24,,,12.680 ,10.130 ,7.890 ,,6.930 ,2.450 ,16.070 ,5.520 ,,
2001/10/12,13:40,0.14 ,2.02,,,12.440 ,10.140 ,7.340 ,,6.960 ,2.580 ,16.070 ,5.470 ,,
2001/10/15,12:10,0.24 ,1.67,,0.011 ,21.760 ,18.860 ,7.980 ,,8.430 ,9.050 ,22.200 ,7.340 ,,
2001/10/17,12:20,0.26 ,1.99,,0.010 ,21.800 ,17.790 ,7.640 ,,10.720 ,5.030 ,20.770 ,6.530 ,,
2001/10/19,09:55,0.16 ,1.93,,,17.150 ,13.300 ,7.570 ,,8.510 ,3.010 ,18.910 ,6.260 ,,
2001/10/22,10:00,0.15 ,1.60,,,13.960 ,10.850 ,6.690 ,,7.520 ,2.620 ,17.570 ,5.860 ,,
2001/10/24,10:30,0.15 ,1.16,,,13.160 ,9.290 ,5.850 ,,7.360 ,2.690 ,17.620 ,5.830 ,,
2001/10/26,13:25,0.12 ,0.97,,,12.890 ,8.980 ,6.120 ,,7.390 ,2.560 ,17.690 ,5.920 ,,
2001/10/29,09:10,0.12 ,1.44,,,,8.460 ,6.570 ,,6.900 ,2.020 ,16.090 ,5.550 ,,
2001/10/31,15:30,0.13 ,1.54,,0.010 ,,8.280 ,5.910 ,,6.610 ,2.050 ,15.290 ,5.250 ,,
2001/11/02,11:00,0.13 ,1.47,,,10.940 ,,5.360 ,,6.580 ,2.090 ,15.550 ,5.300 ,,
2001/11/05,15:25,0.12 ,1.21,0.010 ,,10.940 ,8.590 ,5.880 ,,,,,,,
2001/12/03,15:15,0.27 ,4.74,0.020 ,,16.800 ,13.780 ,7.390 ,,7.700 ,2.020 ,17.670 ,6.440 ,,
2001/12/05,15:40,0.33 ,3.93,,,18.970 ,14.860 ,6.920 ,,8.760 ,2.240 ,19.240 ,6.450 ,,
2001/12/07,15:30,0.24 ,3.81,,,14.500 ,11.720 ,6.030 ,,7.020 ,2.010 ,16.460 ,5.840 ,,
2001/12/10,13:40,0.36 ,5.31,,,20.660 ,16.520 ,7.690 ,,8.950 ,2.020 ,18.060 ,6.460 ,,
2001/12/12,15:25,0.31 ,6.20,0.020 ,,16.850 ,13.620 ,7.010 ,,7.330 ,1.690 ,16.720 ,6.380 ,,
2001/12/14,13:45,0.54 ,5.41,,,16.070 ,13.730 ,6.460 ,,7.270 ,2.020 ,16.770 ,6.250 ,,
2001/12/17,14:35,0.42 ,6.42,,,17.520 ,14.450 ,,,7.880 ,1.800 ,16.890 ,6.440 ,,
2001/12/19,13:25,2.55 ,13.52,,,15.670 ,17.950 ,7.800 ,,5.900 ,2.440 ,18.880 ,8.390 ,,
2001/12/21,09:40,1.18 ,12.64,,,16.380 ,16.220 ,7.960 ,,6.320 ,2.120 ,18.460 ,8.220 ,,
2001/12/26,11:05,0.49 ,10.26,,,15.520 ,14.630 ,8.490 ,,6.570 ,1.630 ,17.860 ,7.620 ,,
2001/12/28,10:15,0.47 ,9.95,,,14.790 ,13.500 ,8.740 ,,6.370 ,1.500 ,17.420 ,7.420 ,,
2001/12/31,11:25,0.24 ,9.90,,,15.400 ,14.530 ,9.390 ,,6.770 ,1.550 ,18.700 ,7.830 ,,
2002/01/02,14:50,0.29 ,8.28,,,13.910 ,12.930 ,8.840 ,,6.310 ,1.490 ,16.680 ,6.880 ,,
2002/01/04,11:20,0.26 ,8.03,0.020 ,,13.800 ,12.790 ,9.100 ,,6.350 ,1.460 ,16.450 ,6.730 ,,
2002/01/07,13:27,0.33 ,6.84,,,12.280 ,11.510 ,8.340 ,,6.140 ,1.500 ,15.920 ,6.270 ,,
2002/01/09,14:50,0.33 ,6.66,,,14.720 ,11.520 ,8.720 ,,7.020 ,1.600 ,15.720 ,6.160 ,,
2002/01/11,14:55,0.86 ,5.43,0.520 ,0.038 ,68.860 ,14.960 ,7.530 ,,27.890 ,3.610 ,22.700 ,7.660 ,,
2002/01/14,15:10,0.47 ,6.31,,,29.500 ,,,,11.960 ,1.930 ,18.610 ,6.800 ,,
2002/01/16,15:00,0.52 ,6.62,,,25.900 ,15.820 ,7.870 ,,10.640 ,2.000 ,18.110 ,6.710 ,,
2002/01/18,14:45,0.54 ,7.35,0.020 ,,23.370 ,15.860 ,7.890 ,,9.760 ,1.780 ,18.120 ,6.880 ,,
2002/01/22,10:35,0.45 ,7.54,,,29.160 ,16.460 ,8.010 ,,12.420 ,1.790 ,18.980 ,7.140 ,,
2002/01/23,10:50,0.47 ,7.03,,,38.320 ,14.850 ,7.850 ,,15.790 ,1.780 ,19.950 ,7.370 ,,
2002/01/25,14:35,3.52 ,12.05,,,25.150 ,17.300 ,6.950 ,,10.230 ,2.810 ,19.430 ,7.970 ,,
2002/01/28,13:30,1.66 ,12.20,0.020 ,,18.990 ,15.970 ,7.040 ,,7.620 ,1.980 ,18.800 ,8.160 ,,
2002/01/30,14:05,1.57 ,10.79,0.020 ,,21.540 ,17.220 ,6.480 ,,8.820 ,2.080 ,18.450 ,7.660 ,,
2002/02/01,14:00,2.55 ,9.91,0.020 ,,25.000 ,17.740 ,6.920 ,,10.440 ,2.520 ,18.800 ,7.610 ,,
2002/02/04,13:20,1.48 ,11.53,0.020 ,,18.120 ,15.920 ,6.660 ,,7.260 ,1.740 ,17.590 ,7.730 ,,
2002/02/06,09:55,1.03 ,11.15,0.020 ,,18.240 ,15.560 ,7.100 ,,7.520 ,1.660 ,17.640 ,7.820 ,,
2002/02/08,13:10,0.96 ,10.51,0.020 ,,17.490 ,15.690 ,6.280 ,,7.210 ,1.810 ,17.090 ,7.430 ,,
2002/02/11,14:00,1.76 ,8.87,,,34.910 ,,6.710 ,,14.580 ,2.230 ,19.970 ,7.540 ,,
2002/02/13,11:05,1.71 ,10.87,0.020 ,,19.800 ,16.470 ,6.800 ,,7.970 ,1.760 ,17.640 ,7.680 ,,
2002/02/15,09:35,1.34 ,11.32,,,17.410 ,16.000 ,6.880 ,,6.900 ,1.580 ,17.260 ,7.750 ,,
2002/02/19,09:50,0.86 ,10.59,0.020 ,,16.140 ,15.460 ,6.850 ,,6.830 ,1.530 ,17.350 ,7.670 ,,
2002/02/20,09:35,0.86 ,9.53,0.020 ,,15.570 ,14.620 ,5.900 ,,6.840 ,1.530 ,17.070 ,7.370 ,,
2002/02/22,11:05,0.76 ,9.07,0.020 ,,16.800 ,15.120 ,5.460 ,,7.560 ,1.630 ,17.420 ,7.350 ,,
2002/02/25,09:45,0.59 ,8.70,0.020 ,,15.030 ,14.480 ,5.900 ,,6.780 ,1.370 ,16.380 ,6.990 ,,
2002/02/27,10:55,0.64 ,8.43,,,19.220 ,14.990 ,5.090 ,,8.570 ,1.520 ,16.840 ,6.990 ,,
2002/03/01,13:05,0.52 ,8.24,0.020 ,,15.320 ,14.060 ,5.930 ,,6.980 ,1.540 ,15.840 ,6.700 ,,
2002/03/04,13:45,1.26 ,8.25,0.020 ,,21.210 ,16.210 ,6.260 ,,9.060 ,1.880 ,16.740 ,6.790 ,,
2002/03/06,10:45,1.06 ,8.50,,,16.830 ,14.710 ,6.440 ,,7.280 ,1.530 ,15.710 ,6.720 ,,
2002/03/08,09:30,0.92 ,8.46,,,15.520 ,14.470 ,5.630 ,,6.840 ,1.480 ,15.720 ,6.790 ,,
2002/03/11,13:40,1.18 ,,,,,,,,7.750 ,1.640 ,16.150 ,6.470 ,,
2002/03/13,13:50,1.26 ,,,,,,,,6.900 ,1.560 ,15.620 ,6.550 ,,
2002/03/15,08:45,1.10 ,,,,,,,,6.560 ,1.530 ,16.090 ,6.790 ,,
2002/03/18,14:45,2.31 ,6.45,0.020 ,,24.050 ,17.950 ,6.820 ,,11.570 ,1.920 ,16.930 ,6.280 ,,
2002/03/20,14:45,5.45 ,6.54,0.030 ,0.012 ,18.510 ,19.130 ,6.340 ,,8.920 ,2.730 ,16.170 ,5.990 ,,
2002/03/22,14:05,4.96 ,12.13,,,13.550 ,16.930 ,7.120 ,,5.600 ,1.730 ,16.390 ,7.540 ,,
2002/03/25,10:20,2.31 ,10.00,,,12.920 ,15.910 ,6.610 ,,5.600 ,1.570 ,15.660 ,7.030 ,,
2002/03/27,14:55,12.61 ,11.30,,,12.440 ,17.550 ,6.960 ,,5.150 ,2.060 ,16.050 ,7.190 ,,
